20151203;00:00;025;035;p08
20151203;00:08;105;021;p08
20151203;00:11;080;008;p04
20151203;00:18;130;012;p04
20151203;00:19;120;001;p99
20151203;00:25;088;002;p12
20151203;00:28;101;029;p04
20151203;00:29;071;012;p12
20151203;00:32;088;002;p18
20151203;00:39;130;002;p99
20151203;00:48;073;001;p24
20151203;00:51;019;002;p18
20151203;00:56;071;001;p24
20151203;01:05;090;001;p12
20151203;01:05;101;018;p24
20151203;01:15;105;005;p02
20151203;01:16;017;006;p02
20151203;01:25;128;006;p99
20151203;01:29;034;004;p99
20151203;01:31;013;010;p99
20151203;01:32;127;001;p24
20151203;01:32;025;023;p08
20151203;01:37;109;017;p24
20151203;01:37;104;002;p04
20151203;01:43;055;001;p99
20151203;01:51;103;001;p12
20151203;02:00;088;008;p04
20151203;02:01;021;001;p24
20151203;02:09;010;001;p24
20151203;02:09;082;003;p04
20151203;02:19;104;001;p18
20151203;02:20;048;004;p99
20151203;02:26;050;003;p02
20151203;02:30;052;001;p04
20151203;02:30;126;004;p04
20151203;02:34;080;001;p12
20151203;02:44;088;001;p24
20151203;02:44;028;001;p99
20151203;02:51;031;001;p12
20151203;02:52;016;016;p12
20151203;02:57;126;009;p12
20151203;03:06;074;001;p04
20151203;03:11;068;001;p02
20151203;03:13;060;001;p12
20151203;03:18;045;020;p02
20151203;03:27;100;001;p24
20151203;03:32;067;021;p18
20151203;03:42;038;001;p12
20151203;03:46;023;002;p04
20151203;03:51;089;001;p02
20151203;03:54;080;001;p18
20151203;03:55;010;002;p24
20151203;04:04;013;001;p24
20151203;04:08;048;001;p24
20151203;04:18;035;001;p04
20151203;04:27;131;001;p99
20151203;04:36;111;019;p18
20151203;04:44;083;013;p04
20151203;04:52;123;012;p12
20151203;05:01;003;001;p02
20151203;05:08;047;021;p18
20151203;05:16;111;016;p18
20151203;05:25;058;002;p18
20151203;05:32;012;001;p99
20151203;05:34;035;001;p12
20151203;05:43;019;001;p99
20151203;05:52;011;046;p04
20151203;05:54;084;001;p08
20151203;05:54;001;005;p99
20151203;05:55;100;018;p24
20151203;06:02;064;019;p18
20151203;06:09;053;001;p24
20151203;06:11;029;002;p18
20151203;06:19;113;002;p24
20151203;06:24;109;015;p08
20151203;06:31;108;017;p24
20151203;06:36;032;001;p02
20151203;06:39;101;002;p12
20151203;06:47;058;017;p18
20151203;06:52;120;004;p99
20151203;06:53;080;005;p99
20151203;07:03;025;016;p12
20151203;07:05;012;001;p99
20151203;07:10;110;002;p24
20151203;07:15;110;020;p18
20151203;07:20;062;001;p08
20151203;07:28;024;020;p12
20151203;07:35;071;020;p24
20151203;07:45;102;007;p12
20151203;07:46;079;004;p12
20151203;07:51;066;001;p02
20151203;07:56;131;001;p12
20151203;08:04;128;010;p12
20151203;08:05;126;001;p18
20151203;08:09;076;002;p18
20151203;08:11;105;001;p02
20151203;08:14;031;001;p02
20151203;08:17;103;014;p99
20151203;08:23;117;002;p08
20151203;08:32;124;012;p08
20151203;08:41;044;010;p08
20151203;08:49;051;004;p12
20151203;08:49;130;010;p99
20151203;08:57;102;001;p24
20151203;09:07;017;002;p99
20151203;09:14;072;010;p18
20151203;09:18;036;001;p08
20151203;09:24;102;017;p02
20151203;09:29;102;002;p08
20151203;09:32;033;002;p04
20151203;09:33;097;002;p18
20151203;09:37;030;001;p24
20151203;09:39;106;044;p18
20151203;09:43;096;021;p04
20151203;09:53;031;001;p99
20151203;09:57;041;021;p99
20151203;09:57;025;001;p18
20151203;10:06;123;013;p24
20151203;10:12;021;002;p24
20151203;10:19;129;007;p18
20151203;10:19;020;002;p02
20151203;10:23;077;014;p24
20151203;10:25;122;001;p24
20151203;10:32;060;001;p18
20151203;10:37;033;012;p99
20151203;10:37;072;001;p18
20151203;10:40;069;001;p04
20151203;10:49;067;015;p18
20151203;10:55;064;014;p99
20151203;11:04;077;001;p08
20151203;11:04;105;009;p08
20151203;11:08;057;008;p08
20151203;11:15;017;001;p12
20151203;11:16;072;001;p04
20151203;11:20;037;009;p18
20151203;11:22;114;001;p04
20151203;11:32;055;001;p08
20151203;11:42;084;016;p08
20151203;11:52;009;001;p02
20151203;11:56;075;002;p12
20151203;12:02;043;002;p02
20151203;12:09;014;001;p04
20151203;12:19;023;004;p04
20151203;12:19;068;010;p24
20151203;12:20;017;001;p02
20151203;12:20;082;001;p02
20151203;12:21;096;015;p18
20151203;12:26;072;001;p04
20151203;12:28;122;001;p12
20151203;12:33;087;018;p99
20151203;12:38;012;019;p99
20151203;12:41;110;003;p99
20151203;12:48;083;013;p24
20151203;12:51;005;013;p08
20151203;12:56;019;001;p99
20151203;12:59;124;001;p02
20151203;13:08;091;014;p18
20151203;13:10;101;001;p08
20151203;13:17;023;003;p24
20151203;13:27;042;002;p04
20151203;13:33;040;001;p24
20151203;13:38;056;011;p24
20151203;13:48;086;047;p18
20151203;13:56;075;001;p08
20151203;14:06;127;018;p08
20151203;14:16;040;002;p04
20151203;14:21;092;002;p04
20151203;14:26;033;001;p02
20151203;14:35;052;006;p12
20151203;14:41;102;002;p08
20151203;14:51;026;020;p08
20151203;15:00;122;011;p12
20151203;15:10;113;002;p08
20151203;15:20;004;014;p08
20151203;15:21;042;008;p24
20151203;15:28;071;007;p04
20151203;15:37;028;003;p08
